open_time,open,high,low,close,vol,close_time
1506646800.0,4190.37000000,4215.00000000,4150.00000000,4150.00000000,41.90138400,1506650399999
1506650400.0,4160.00000000,4189.96000000,4006.00000000,4008.01000000,180.81185500,1506653999999
1506654000.0,4025.00000000,4113.00000000,3952.01000000,4032.87000000,323.65333700,1506657599999
1506657600.0,4000.00000000,4113.81000000,4000.00000000,4100.00000000,138.87320300,1506661199999
1506661200.0,4100.00000000,4113.81000000,3970.00000000,4030.00000000,85.94067100,1506664799999
1506664800.0,4030.00000000,4079.99000000,4010.10000000,4053.15000000,47.48236600,1506668399999
1506668400.0,4053.15000000,4109.96000000,4051.01000000,4090.10000000,60.05486000,1506671999999
1506672000.0,4090.10000000,4135.00000000,4060.02000000,4129.98000000,44.17599400,1506675599999
1506675600.0,4119.68000000,4129.98000000,4060.05000000,4063.01000000,35.79853300,1506679199999
1506679200.0,4063.03000000,4145.30000000,4063.01000000,4145.30000000,57.23197000,1506682799999
1506682800.0,4145.30000000,4248.00000000,4145.30000000,4220.01000000,48.35661500,1506686399999
1506686400.0,4234.99000000,4251.00000000,4180.53000000,4247.00000000,55.52283200,1506689999999
1506690000.0,4247.11000000,4248.01000000,4131.68000000,4158.00000000,77.25939400,1506693599999
1506693600.0,4158.00000000,4210.00000000,4145.00000000,4146.01000000,38.11915100,1506697199999
1506697200.0,4146.01000000,4180.00000000,4142.01000000,4143.02000000,33.70679900,1506700799999
1506700800.0,4145.03000000,4259.99000000,4144.00000000,4200.01000000,47.85336500,1506704399999
1506704400.0,4200.01000000,4234.00000000,4132.04000000,4158.41000000,48.23833100,1506707999999
1506708000.0,4132.05000000,4188.47000000,4132.05000000,4140.38000000,25.97201700,1506711599999
1506711600.0,4140.38000000,4180.00000000,4101.01000000,4179.99000000,30.87470400,1506715199999
1506715200.0,4146.96000000,4263.86000000,4146.58000000,4160.00000000,28.25099000,1506718799999
1506718800.0,4160.00000000,4214.99000000,4148.22000000,4151.66000000,23.92438100,1506722399999
1506722400.0,4209.99000000,4213.70000000,4106.00000000,4120.01000000,46.53309300,1506725999999
1506726000.0,4120.01000000,4250.00000000,4108.00000000,4174.69000000,58.16687900,1506729599999
1506729600.0,4175.00000000,4179.99000000,4138.10000000,4169.91000000,20.18084300,1506733199999
1506733200.0,4169.67000000,4230.00000000,4162.02000000,4200.00000000,44.40947800,1506736799999
1506736800.0,4200.00000000,4227.02000000,4186.90000000,4220.00000000,17.49774500,1506740399999
1506740400.0,4220.00000000,4298.00000000,4186.79000000,4214.00000000,41.23906500,1506743999999
1506744000.0,4216.01000000,4263.86000000,4180.81000000,4200.00000000,44.76936900,1506747599999
1506747600.0,4190.12000000,4256.79000000,4185.02000000,4256.22000000,34.52091200,1506751199999
1506751200.0,4256.22000000,4299.00000000,4230.00000000,4280.00000000,40.78728600,1506754799999
1506754800.0,4280.00000000,4300.00000000,4275.10000000,4300.00000000,49.76850600,1506758399999
1506758400.0,4310.00000000,4344.90000000,4290.00000000,4290.00000000,28.90404500,1506761999999
1506762000.0,4290.00000000,4319.00000000,4266.11000000,4296.00000000,21.06337200,1506765599999
1506765600.0,4280.00000000,4345.00000000,4266.12000000,4340.00000000,32.07625100,1506769199999
1506769200.0,4340.00000000,4340.00000000,4301.09000000,4324.99000000,27.03995900,1506772799999
1506772800.0,4320.21000000,4332.00000000,4305.04000000,4306.00000000,21.04390700,1506776399999
1506776400.0,4306.00000000,4322.19000000,4280.00000000,4297.32000000,25.23149500,1506779999999
1506780000.0,4286.82000000,4329.50000000,4275.35000000,4322.58000000,27.60609300,1506783599999
1506783600.0,4315.23000000,4358.99000000,4315.08000000,4353.98000000,45.20934200,1506787199999
1506787200.0,4349.00000000,4349.00000000,4307.50000000,4310.20000000,49.84307000,1506790799999
1506790800.0,4311.66000000,4339.86000000,4307.51000000,4318.07000000,25.25687300,1506794399999
1506794400.0,4329.96000000,4380.00000000,4312.88000000,4359.87000000,42.28087200,1506797999999
1506798000.0,4359.87000000,4371.00000000,4335.14000000,4368.98000000,13.23742100,1506801599999
1506801600.0,4343.18000000,4371.99000000,4330.18000000,4336.00000000,17.32896500,1506805199999
1506805200.0,4335.99000000,4371.34000000,4317.88000000,4317.88000000,15.42302300,1506808799999
1506808800.0,4318.00000000,4377.00000000,4310.25000000,4360.00000000,14.45177500,1506812399999
1506812400.0,4360.00000000,4379.95000000,4321.68000000,4378.51000000,21.18351600,1506815999999
1506816000.0,4378.49000000,4378.49000000,4337.00000000,4345.95000000,48.97065000,1506819599999
1506819600.0,4350.00000000,4350.00000000,4311.00000000,4335.00000000,27.75001700,1506823199999
1506823200.0,4336.00000000,4336.00000000,4311.00000000,4311.00000000,24.46004800,1506826799999
1506826800.0,4308.00000000,4335.94000000,4265.02000000,4312.58000000,32.18743100,1506830399999
1506830400.0,4312.77000000,4330.48000000,4297.02000000,4297.04000000,26.17542700,1506833999999
1506834000.0,4297.04000000,4312.90000000,4275.00000000,4310.00000000,21.51104000,1506837599999
1506837600.0,4281.07000000,4312.95000000,4280.00000000,4312.95000000,21.96981700,1506841199999
1506841200.0,4295.00000000,4335.82000000,4280.00000000,4335.82000000,16.18352500,1506844799999
1506844800.0,4335.82000000,4349.69000000,4302.01000000,4302.02000000,22.54427400,1506848399999
1506848400.0,4302.02000000,4339.87000000,4288.00000000,4305.03000000,17.28280000,1506851999999
1506852000.0,4305.03000000,4359.60000000,4305.03000000,4359.54000000,26.99285100,1506855599999
1506855600.0,4332.01000000,4359.44000000,4332.00000000,4337.01000000,20.43471900,1506859199999
1506859200.0,4337.01000000,4356.99000000,4270.02000000,4280.00000000,85.77134200,1506862799999
1506862800.0,4279.00000000,4297.00000000,4240.04000000,4265.00000000,51.72857200,1506866399999
1506866400.0,4279.00000000,4338.12000000,4250.10000000,4305.01000000,29.22395000,1506869999999
1506870000.0,4305.01000000,4311.99000000,4265.61000000,4299.99000000,31.80161000,1506873599999
1506873600.0,4290.17000000,4325.00000000,4270.01000000,4291.83000000,30.71602700,1506877199999
1506877200.0,4298.42000000,4310.00000000,4291.84000000,4291.84000000,31.07857500,1506880799999
1506880800.0,4291.84000000,4319.99000000,4291.84000000,4311.01000000,29.26149300,1506884399999
1506884400.0,4311.01000000,4329.99000000,4300.00000000,4329.52000000,18.79681900,1506887999999
1506888000.0,4307.00000000,4357.98000000,4300.00000000,4338.51000000,20.96342100,1506891599999
1506891600.0,4338.51000000,4374.99000000,4311.05000000,4347.04000000,43.08166400,1506895199999
1506895200.0,4348.01000000,4400.00000000,4320.00000000,4378.48000000,30.41699500,1506898799999
1506898800.0,4378.96000000,4406.52000000,4378.48000000,4378.48000000,17.66061800,1506902399999
1506902400.0,4400.00000000,4430.00000000,4380.01000000,4430.00000000,17.48501300,1506905999999
1506906000.0,4420.00000000,4560.00000000,4404.49000000,4437.98000000,55.77129500,1506909599999
1506909600.0,4410.01000000,4482.72000000,4409.01000000,4419.99000000,28.92183400,1506913199999
1506913200.0,4414.05000000,4440.00000000,4390.00000000,4419.85000000,25.47069900,1506916799999
1506916800.0,4411.00000000,4459.82000000,4405.15000000,4427.95000000,17.16591500,1506920399999
1506920400.0,4410.02000000,4458.88000000,4408.00000000,4458.48000000,24.46271800,1506923999999
1506924000.0,4435.26000000,4458.48000000,4421.05000000,4452.87000000,30.28439100,1506927599999
1506927600.0,4452.86000000,4465.43000000,4423.04000000,4424.01000000,28.41349800,1506931199999
1506931200.0,4434.22000000,4459.58000000,4401.00000000,4449.02000000,44.19424700,1506934799999
1506934800.0,4448.02000000,4477.94000000,4448.01000000,4475.96000000,19.68117100,1506938399999
1506938400.0,4477.48000000,4479.90000000,4456.01000000,4458.01000000,26.77516900,1506941999999
1506942000.0,4458.01000000,4470.00000000,4410.01000000,4410.01000000,22.33317600,1506945599999
1506945600.0,4419.99000000,4439.50000000,4390.00000000,4400.03000000,56.38940700,1506949199999
1506949200.0,4400.03000000,4437.30000000,4390.01000000,4413.01000000,29.17139000,1506952799999
1506952800.0,4413.01000000,4561.63000000,4413.01000000,4469.98000000,50.67942600,1506956399999
1506956400.0,4469.97000000,4476.00000000,4404.00000000,4409.09000000,39.36814000,1506959999999
1506960000.0,4409.09000000,4433.11000000,4392.01000000,4419.47000000,24.43028800,1506963599999
1506963600.0,4395.00000000,4432.29000000,4385.00000000,4385.00000000,22.45261600,1506967199999
1506967200.0,4385.00000000,4414.90000000,4378.51000000,4404.93000000,21.81636200,1506970799999
1506970800.0,4403.95000000,4421.99000000,4387.01000000,4419.94000000,17.21794100,1506974399999
1506974400.0,4410.00000000,4424.99000000,4395.00000000,4397.07000000,5.27906400,1506977999999
1506978000.0,4407.03000000,4431.78000000,4397.07000000,4401.50000000,17.04863400,1506981599999
1506981600.0,4400.00000000,4429.00000000,4360.00000000,4379.83000000,21.33563700,1506985199999
1506985200.0,4379.83000000,4417.68000000,4363.33000000,4380.00000000,9.60894300,1506988799999
1506988800.0,4380.00000000,4400.00000000,4361.01000000,4382.79000000,13.44663900,1506992399999
1506992400.0,4387.07000000,4400.00000000,4361.00000000,4399.00000000,20.24323900,1506995999999
1506996000.0,4399.50000000,4467.33000000,4394.00000000,4410.00000000,22.62973000,1506999599999
1506999600.0,4410.00000000,4430.11000000,4388.06000000,4405.00000000,22.43827800,1507003199999
1507003200.0,4405.00000000,4417.00000000,4390.00000000,4400.06000000,16.27467300,1507006799999
1507006800.0,4400.06000000,4400.06000000,4265.61000000,4280.00000000,68.28554700,1507010399999
1507010400.0,4280.00000000,4330.00000000,4213.21000000,4280.00000000,185.77245000,1507013999999
1507014000.0,4278.00000000,4300.96000000,4230.00000000,4271.00000000,60.83865700,1507017599999
1507017600.0,4280.00000000,4310.00000000,4230.00000000,4300.00000000,72.55426600,1507021199999
1507021200.0,4302.00000000,4302.00000000,4235.20000000,4261.05000000,44.30458600,1507024799999
1507024800.0,4271.97000000,4272.00000000,4189.71000000,4271.00000000,57.45024000,1507028399999
1507028400.0,4271.00000000,4298.90000000,4259.90000000,4297.99000000,32.65981200,1507031999999
1507032000.0,4290.00000000,4297.66000000,4212.11000000,4212.11000000,35.18504000,1507035599999
1507035600.0,4213.03000000,4239.18000000,4180.80000000,4208.00000000,53.87819300,1507039199999
1507039200.0,4208.00000000,4249.99000000,4185.56000000,4242.70000000,94.40927000,1507042799999
1507042800.0,4240.00000000,4268.91000000,4225.00000000,4258.57000000,37.38599200,1507046399999
1507046400.0,4258.58000000,4280.00000000,4235.00000000,4275.00000000,40.75500300,1507049999999
1507050000.0,4275.00000000,4295.99000000,4240.00000000,4285.69000000,34.84535200,1507053599999
1507053600.0,4282.85000000,4288.02000000,4278.00000000,4278.00000000,25.08528300,1507057199999
1507057200.0,4278.00000000,4287.80000000,4235.00000000,4235.01000000,38.32643500,1507060799999
1507060800.0,4235.02000000,4290.00000000,4222.02000000,4270.01000000,21.44879400,1507064399999
1507064400.0,4280.00000000,4319.94000000,4270.01000000,4280.00000000,28.19738300,1507067999999
1507068000.0,4271.02000000,4290.00000000,4241.61000000,4276.99000000,33.91147900,1507071599999
1507071600.0,4278.99000000,4329.86000000,4265.01000000,4310.00000000,21.99722200,1507075199999
1507075200.0,4314.90000000,4329.69000000,4283.01000000,4291.01000000,27.74027900,1507078799999
1507078800.0,4306.00000000,4334.42000000,4303.01000000,4315.00000000,25.03802400,1507082399999
1507082400.0,4315.00000000,4360.00000000,4274.00000000,4280.07000000,21.18098100,1507085999999
1507086000.0,4297.99000000,4314.85000000,4280.03000000,4290.01000000,26.15550100,1507089599999
1507089600.0,4290.01000000,4309.99000000,4280.00000000,4308.00000000,26.35996400,1507093199999
1507093200.0,4308.00000000,4368.27000000,4281.01000000,4342.01000000,24.68344100,1507096799999
1507096800.0,4342.01000000,4373.00000000,4301.12000000,4363.86000000,61.94144400,1507100399999
1507100400.0,4363.86000000,4363.86000000,4302.01000000,4310.01000000,29.22678500,1507103999999
1507104000.0,4310.01000000,4328.00000000,4245.00000000,4246.10000000,45.07759300,1507107599999
1507107600.0,4246.10000000,4279.94000000,4214.76000000,4228.00000000,46.55200500,1507111199999
1507111200.0,4229.99000000,4237.98000000,4185.01000000,4212.39000000,49.18634400,1507114799999
1507114800.0,4212.40000000,4230.00000000,4190.04000000,4228.00000000,48.28747700,1507118399999
1507118400.0,4230.00000000,4248.97000000,4161.00000000,4161.00000000,48.20488700,1507121999999
1507122000.0,4170.00000000,4190.00000000,4142.00000000,4190.00000000,77.47244800,1507125599999
1507125600.0,4194.79000000,4220.00000000,4162.01000000,4190.80000000,48.90042000,1507129199999
1507129200.0,4209.99000000,4245.00000000,4178.64000000,4211.01000000,31.28201900,1507132799999
1507132800.0,4211.01000000,4225.50000000,4168.05000000,4181.00000000,39.06085500,1507136399999
1507136400.0,4181.00000000,4223.98000000,4165.00000000,4198.00000000,26.61777400,1507139999999
1507140000.0,4198.00000000,4220.00000000,4153.02000000,4163.03000000,24.60708300,1507143599999
1507143600.0,4163.03000000,4173.12000000,4156.00000000,4173.11000000,32.92914300,1507147199999
1507147200.0,4170.05000000,4173.11000000,4156.00000000,4162.55000000,29.13823300,1507150799999
1507150800.0,4165.00000000,4215.89000000,4158.08000000,4199.99000000,37.25234800,1507154399999
1507154400.0,4187.56000000,4220.00000000,4185.63000000,4215.00000000,23.89651900,1507157999999
1507158000.0,4215.00000000,4236.63000000,4193.07000000,4208.59000000,17.67353400,1507161599999
1507161600.0,4208.59000000,4235.00000000,4197.04000000,4215.00000000,19.88165700,1507165199999
1507165200.0,4234.00000000,4234.77000000,4205.12000000,4218.00000000,15.14771600,1507168799999
1507168800.0,4218.00000000,4234.77000000,4206.55000000,4225.00000000,26.20684700,1507172399999
1507172400.0,4220.00000000,4230.00000000,4142.00000000,4143.04000000,43.32252600,1507175999999
1507176000.0,4143.06000000,4161.00000000,4120.00000000,4145.01000000,52.44047500,1507179599999
1507179600.0,4155.00000000,4159.99000000,4121.22000000,4150.00000000,35.06954700,1507183199999
1507183200.0,4122.05000000,4152.00000000,4110.00000000,4135.02000000,59.67560200,1507186799999
1507186800.0,4137.11000000,4174.49000000,4135.04000000,4154.10000000,43.91282300,1507190399999
1507190400.0,4154.10000000,4158.98000000,4112.23000000,4115.00000000,29.79604100,1507193999999
1507194000.0,4114.23000000,4202.99000000,4114.23000000,4199.12000000,49.58918400,1507197599999
1507197600.0,4182.06000000,4234.77000000,4182.06000000,4234.77000000,51.50458800,1507201199999
1507201200.0,4234.77000000,4234.77000000,4225.00000000,4226.05000000,30.95585400,1507204799999
1507204800.0,4226.05000000,4334.40000000,4226.05000000,4312.28000000,61.04258100,1507208399999
1507208400.0,4309.14000000,4312.28000000,4268.00000000,4310.01000000,31.13087400,1507211999999
1507212000.0,4311.13000000,4329.00000000,4275.00000000,4275.06000000,25.68144700,1507215599999
1507215600.0,4275.06000000,4335.00000000,4267.92000000,4314.49000000,38.41528800,1507219199999
1507219200.0,4288.00000000,4331.86000000,4280.06000000,4300.00000000,25.41561600,1507222799999
1507222800.0,4310.99000000,4330.00000000,4275.00000000,4318.99000000,40.63219700,1507226399999
1507226400.0,4300.00000000,4330.00000000,4281.21000000,4306.08000000,21.59888500,1507229999999
1507230000.0,4318.06000000,4340.00000000,4306.09000000,4327.63000000,14.48458600,1507233599999
1507233600.0,4345.00000000,4355.00000000,4307.11000000,4333.59000000,23.07212300,1507237199999
1507237200.0,4333.59000000,4354.85000000,4321.07000000,4323.01000000,11.73631800,1507240799999
1507240800.0,4325.01000000,4344.00000000,4313.23000000,4344.00000000,11.65821800,1507244399999
1507244400.0,4344.00000000,4350.00000000,4292.43000000,4292.43000000,16.76764500,1507247999999
1507248000.0,4318.99000000,4348.00000000,4292.00000000,4316.91000000,24.90467800,1507251599999
1507251600.0,4316.92000000,4316.99000000,4292.15000000,4308.03000000,11.63154600,1507255199999
1507255200.0,4299.04000000,4344.99000000,4296.01000000,4296.01000000,23.38188500,1507258799999
1507258800.0,4296.02000000,4319.99000000,4296.00000000,4316.98000000,9.36978600,1507262399999
1507262400.0,4316.98000000,4330.60000000,4300.02000000,4330.60000000,19.95824600,1507265999999
1507266000.0,4323.00000000,4377.03000000,4315.00000000,4372.00000000,24.08546100,1507269599999
1507269600.0,4374.52000000,4400.00000000,4358.00000000,4400.00000000,35.56707500,1507273199999
1507273200.0,4400.00000000,4410.00000000,4370.38000000,4392.36000000,38.59928600,1507276799999
1507276800.0,4396.00000000,4409.99000000,4370.45000000,4389.61000000,14.07388200,1507280399999
1507280400.0,4389.62000000,4404.98000000,4380.01000000,4394.00000000,8.88265000,1507283999999
1507284000.0,4399.73000000,4417.00000000,4391.20000000,4404.05000000,31.67987600,1507287599999
1507287600.0,4404.05000000,4416.98000000,4386.10000000,4405.00000000,30.66401300,1507291199999
1507291200.0,4391.11000000,4416.78000000,4382.02000000,4405.88000000,26.09604100,1507294799999
1507294800.0,4409.94000000,4414.99000000,4312.57000000,4340.01000000,58.62811000,1507298399999
1507298400.0,4340.01000000,4395.00000000,4330.22000000,4380.00000000,30.56388400,1507301999999
1507302000.0,4380.00000000,4411.09000000,4380.00000000,4382.07000000,17.32487800,1507305599999
1507305600.0,4382.07000000,4397.00000000,4371.56000000,4372.01000000,13.68934000,1507309199999
1507309200.0,4381.45000000,4400.00000000,4336.01000000,4336.16000000,30.76779800,1507312799999
1507312800.0,4377.91000000,4377.91000000,4320.01000000,4339.99000000,19.15936600,1507316399999
1507316400.0,4320.02000000,4379.73000000,4315.95000000,4379.73000000,10.07990900,1507319999999
1507320000.0,4331.02000000,4360.00000000,4330.07000000,4351.04000000,4.47134500,1507323599999
1507323600.0,4350.71000000,4358.00000000,4330.06000000,4330.08000000,5.05964800,1507327199999
1507327200.0,4343.33000000,4383.35000000,4330.10000000,4360.00000000,8.15059600,1507330799999
1507330800.0,4374.60000000,4399.00000000,4343.33000000,4369.00000000,9.73987700,1507334399999
1507334400.0,4369.00000000,4399.00000000,4369.00000000,4391.97000000,9.71982600,1507337999999
1507338000.0,4391.97000000,4391.97000000,4370.00000000,4380.50000000,5.74030300,1507341599999
1507341600.0,4380.50000000,4389.00000000,4362.02000000,4383.00000000,14.22763200,1507345199999
1507345200.0,4385.00000000,4395.00000000,4366.00000000,4381.00000000,41.93171900,1507348799999
1507348800.0,4381.00000000,4389.00000000,4363.01000000,4368.00000000,6.26056800,1507352399999
1507352400.0,4382.50000000,4387.50000000,4363.02000000,4384.93000000,6.59528200,1507355999999
1507356000.0,4384.93000000,4389.48000000,4362.03000000,4375.19000000,15.59526100,1507359599999
1507359600.0,4375.19000000,4388.30000000,4330.09000000,4334.00000000,12.36362800,1507363199999
1507363200.0,4335.00000000,4350.00000000,4312.56000000,4350.00000000,12.99454100,1507366799999
1507366800.0,4354.98000000,4388.54000000,4321.52000000,4339.98000000,15.24390800,1507370399999
1507370400.0,4339.99000000,4359.67000000,4322.02000000,4325.02000000,13.64303700,1507373999999
1507374000.0,4340.01000000,4347.99000000,4317.00000000,4335.90000000,8.88579300,1507377599999
1507377600.0,4335.90000000,4349.98000000,4326.00000000,4342.49000000,6.06860900,1507381199999
1507381200.0,4336.21000000,4380.00000000,4336.21000000,4365.99000000,11.70863200,1507384799999
1507384800.0,4345.02000000,4378.95000000,4341.82000000,4344.45000000,8.66092800,1507388399999
1507388400.0,4345.06000000,4371.78000000,4340.01000000,4343.01000000,9.17240000,1507391999999
1507392000.0,4343.01000000,4370.86000000,4326.02000000,4333.08000000,15.77373300,1507395599999
1507395600.0,4333.10000000,4359.99000000,4333.08000000,4359.90000000,3.68858800,1507399199999
1507399200.0,4359.90000000,4359.90000000,4346.52000000,4355.00000000,7.05446200,1507402799999
1507402800.0,4359.81000000,4359.90000000,4335.38000000,4335.38000000,9.11888900,1507406399999
1507406400.0,4342.23000000,4352.00000000,4336.01000000,4339.01000000,2.53702800,1507409999999
1507410000.0,4347.68000000,4379.00000000,4338.01000000,4377.95000000,6.44322200,1507413599999
1507413600.0,4377.93000000,4469.00000000,4377.89000000,4469.00000000,17.51789700,1507417199999
1507417200.0,4460.00000000,4479.50000000,4423.00000000,4423.00000000,36.65161400,1507420799999
1507420800.0,4425.00000000,4517.00000000,4425.00000000,4450.00000000,24.64948300,1507424399999
1507424400.0,4455.00000000,4497.25000000,4435.06000000,4479.99000000,19.64375600,1507427999999
1507428000.0,4478.47000000,4478.75000000,4436.03000000,4453.23000000,14.75301200,1507431599999
1507431600.0,4453.22000000,4480.00000000,4450.01000000,4457.62000000,24.00491900,1507435199999
1507435200.0,4478.00000000,4478.00000000,4437.82000000,4443.54000000,11.29753800,1507438799999
1507438800.0,4443.54000000,4452.00000000,4437.00000000,4439.81000000,18.63308200,1507442399999
1507442400.0,4439.81000000,4479.98000000,4439.81000000,4459.01000000,9.07252500,1507445999999
1507446000.0,4469.50000000,4479.98000000,4440.03000000,4455.99000000,13.94231700,1507449599999
1507449600.0,4454.99000000,4479.94000000,4441.01000000,4448.00000000,11.10100400,1507453199999
1507453200.0,4453.50000000,4475.00000000,4441.33000000,4470.00000000,15.11854000,1507456799999
1507456800.0,4446.05000000,4514.99000000,4446.04000000,4495.03000000,21.39883500,1507460399999
1507460400.0,4495.07000000,4508.00000000,4447.65000000,4487.99000000,41.37310400,1507463999999
1507464000.0,4487.99000000,4517.00000000,4460.02000000,4508.99000000,20.93659600,1507467599999
1507467600.0,4508.99000000,4580.00000000,4507.99000000,4538.00000000,36.02327400,1507471199999
1507471200.0,4539.00000000,4586.98000000,4539.00000000,4570.00000000,33.25699100,1507474799999
1507474800.0,4572.50000000,4599.00000000,4544.11000000,4590.00000000,22.45376500,1507478399999
1507478400.0,4590.00000000,4600.00000000,4560.00000000,4570.00000000,25.70450300,1507481999999
1507482000.0,4570.00000000,4595.00000000,4570.00000000,4579.21000000,11.59463700,1507485599999
1507485600.0,4584.78000000,4591.98000000,4525.00000000,4561.89000000,38.47641100,1507489199999
1507489200.0,4570.44000000,4600.00000000,4561.89000000,4575.01000000,24.02194100,1507492799999
1507492800.0,4597.49000000,4652.84000000,4580.02000000,4600.00000000,32.93129400,1507496399999
1507496400.0,4610.00000000,4610.00000000,4573.04000000,4590.00000000,16.69638100,1507499999999
1507500000.0,4600.00000000,4658.00000000,4600.00000000,4627.00000000,22.15602300,1507503599999
1507503600.0,4652.99000000,4653.99000000,4600.00000000,4640.00000000,9.22207300,1507507199999
1507507200.0,4640.00000000,4658.00000000,4608.01000000,4610.00000000,20.95291800,1507510799999
1507510800.0,4608.00000000,4635.00000000,4600.00000000,4623.00000000,8.52239900,1507514399999
1507514400.0,4628.00000000,4640.00000000,4613.00000000,4640.00000000,14.44989200,1507517999999
1507518000.0,4640.00000000,4660.00000000,4621.00000000,4659.00000000,18.88457100,1507521599999
1507521600.0,4650.00000000,4660.00000000,4601.02000000,4608.01000000,25.74530800,1507525199999
1507525200.0,4610.00000000,4650.00000000,4576.10000000,4600.02000000,24.99738500,1507528799999
1507528800.0,4605.01000000,4610.00000000,4550.00000000,4567.99000000,17.74969400,1507532399999
1507532400.0,4568.97000000,4594.97000000,4560.49000000,4584.06000000,19.20134600,1507535999999
1507536000.0,4587.02000000,4594.96000000,4564.32000000,4579.58000000,16.12641500,1507539599999
1507539600.0,4579.00000000,4600.00000000,4570.00000000,4592.01000000,15.91282000,1507543199999
1507543200.0,4596.01000000,4620.00000000,4578.23000000,4602.02000000,19.29734300,1507546799999
1507546800.0,4608.06000000,4630.00000000,4596.52000000,4615.00000000,23.27410400,1507550399999
1507550400.0,4615.00000000,4647.00000000,4615.00000000,4634.63000000,19.67940200,1507553999999
1507554000.0,4634.77000000,4639.98000000,4615.00000000,4634.99000000,12.69994600,1507557599999
1507557600.0,4634.99000000,4699.98000000,4634.99000000,4672.57000000,26.77506000,1507561199999
1507561200.0,4676.61000000,4693.87000000,4664.06000000,4664.31000000,28.22659600,1507564799999
1507564800.0,4684.99000000,4688.00000000,4664.11000000,4664.16000000,16.49615600,1507568399999
1507568400.0,4675.08000000,4729.99000000,4665.01000000,4729.99000000,26.14404000,1507571999999
1507572000.0,4733.49000000,4810.00000000,4717.02000000,4780.00000000,48.80476700,1507575599999
1507575600.0,4771.20000000,4889.98000000,4771.20000000,4787.49000000,67.17443600,1507579199999
1507579200.0,4803.35000000,4852.00000000,4745.94000000,4851.97000000,53.92153900,1507582799999
1507582800.0,4845.99000000,4851.97000000,4751.45000000,4809.99000000,66.81243400,1507586399999
1507586400.0,4809.00000000,4825.00000000,4760.00000000,4760.00000000,30.02546900,1507589999999
1507590000.0,4760.50000000,4819.20000000,4720.12000000,4786.95000000,24.58910500,1507593599999
1507593600.0,4786.95000000,4886.00000000,4780.00000000,4863.00000000,39.94006700,1507597199999
1507597200.0,4874.00000000,4888.88000000,4820.01000000,4820.01000000,56.31101300,1507600799999
1507600800.0,4820.01000000,4848.00000000,4800.00000000,4820.11000000,27.14657600,1507604399999
1507604400.0,4830.05000000,4839.95000000,4788.00000000,4788.02000000,28.30516600,1507607999999
1507608000.0,4819.99000000,4828.13000000,4788.00000000,4797.14000000,16.84239800,1507611599999
